folder,Folio,Entry ID,Comment ID,TC,TCN,TL,Comment,Comment-edit,Category,Commenter,Comment Date,M&K team member copying comments,Date checked,Notes,<comment>c_104v_01</comment>
p050v,p050v,p050v_1,c_050v_01,x,x,x,"See Paul J. Smith, “Passer Solitarius: Tribulations of a Lonely Bird in Poetry and Natural History, from Petrarch to Buffon,” in Solitudo: Spaces, Places, and Times of Solitude in Late Medieval and Early Modern Cultures, Intersections 56 (Leiden: Brill, 2018), 531–60, https://doi.org/10.1163/9789004367432_018.",,,THU,4/2/2019,THU,4/2/2019,,
p051r,p051r,p051r_1,c_051r_01,,X,,superlinear addition,,,ELP,6/15/2016,THU& Divya,8/28/2018,,
p051v,p051v,p051r_2,c_051r_01,,X,,superlinear addition,,,CC,6/15/2016,THU& Divya,8/28/2018,,
p052r,p052r,p052r_1,c_052r_01,,,x,"Here the author initially wrote ""chaulx"", which could be read as referring to ""chalk"", and then corrected the x to a t, changing the meaning to ""hot"". ""Chaulx vive"" (quicklime) was sometimes added to horse dung to make it hotter.",,,TT,9/28/2018,THU,9/28/2018,,
p052v,p052v,p052r_1,c_052v_01,,,X,"""apastes"" in manuscript. Uncertain about meaning and appropriate translation.",,,DB,6/8/2015,THU& Divya,8/28/2018,,
p052v,p052v,p052r_1,c_052v_02,,,X,"Uncertain about meaning. Rather: ""But it does not weight as much""?",,,DB,6/8/2015,THU& Divya,8/28/2018,,
p052v,p052v,p052r_1,c_052v_03,,X,,superlinear addition,,,CC,6/15/2016,THU& Divya,8/28/2018,,
p053r,p053r,p053r_3,c_053r_01,x,,,superlinear correction made by the author,,,ELP,6/15/2016,THU& Divya,8/28/2018,,
p053r,p053r,p053r_3,c_053r_01,x,,,superlinear addition,,,ELP,6/15/2016,,,,
p053v,p053v,p053v_1,c_053v_01,,,X,Originally in Latin,,,CC,7/4/2018,THU& Divya,8/28/2018,,
p054r,p054r,p053v_1,c_054r_01,,X,,note unfinished by author,,,MHS,6/25/2017,THU& Divya,8/28/2018,,
p054r,p054r,p053v_1,c_054r_02,,,X,Justin Gibson comment: Verify (June 2015),,,JWG,6/1/2015,THU& Divya,8/28/2018,,
p054v,p054v,none,,,,,,,,,,THU& Divya,8/28/2018,,
p055r,p055r,p055r_1,c_055r_01,,,X,i.e. the barrel,,,JT,7/13/2018,THU& Divya,8/28/2018,,
p055r,p055r,p055r_1,c_055r_02,,,X,"probably the iron tip of the ramrod, known as a cleaning jag in modern terminology.",,,JT,7/13/2018,THU& Divya,8/28/2018,,
p055r,p055r,p055r_4,c_055r_03,,,X,Title written backwards in French.,,,CC,7/4/2018,THU& Divya,8/28/2018,,
p055r,p055r,,unanchored,X,,,"Task assigned to TC 

ML: 
+catapanoth@gmail.com
Check the <sup>",,,ML,7/2/2018,THU& Divya,8/28/2018,,
p055r,p055r,,c_055r_03,,X,,Title written backwards in Italian and French,,,ELP,6/16/2016,THU& Divya,8/28/2018,,
p055r,p055r,,unanchored,X,,,"ML assigned task to Terry Catapano

CC: Check sup tag",,,CC,7/2/2018,THU& Divya,8/28/2018,,
p055v,p055v,p055v_1,c_055v_01,,,X,Written backwards in original,,,TT,7/6/2018,THU& Divya,8/28/2018,,
p055v,p055v,,unanchored,X,,,"ML assigned task to Terry Catapano
+catapanoth@gmail.com
Check the <sup>",,,ML,7/2/2018,THU& Divya,8/28/2018,,
p055v,p055v,p055v_1,c_055v_02,X,,,"Severin Duc
Jun 17, 2014
Backwords : ""Crapaut dan un pot""",,,ML,7/10/2018,THU& Divya,8/28/2018,,
p055v,p055v,,unanchored,,X,,"Task assigned to TC 

ML: 
+catapanoth@gmail.com",,,ML,7/2/2018,THU& Divya,8/28/2018,,
p055v,p055v,p055v_2,c_055v_03,,X,,This recipe seems to be taken from Albertus Magnus : https://gallica.bnf.fr/ark:/12148/bpt6k97691521/f57.item.r=raifort,,,CD,7/4/2018,THU& Divya,8/28/2018,,
p056r,p056r,p056r_1,c_056r_01,,,X,OK in context?,,,MHS,6/18/2014,THU& Divya,8/28/2018,,
p056v,p056v,p056v_1,c_056v_01,,X,,s' corrected over 'd',,,CC,6/16/2016,THU& Divya,8/28/2018,,
p056v,p056v,p056v_1,c_056v_02,,X,,Handshift + ink change,,Handshift,CC,6/16/2016,THU& Divya,8/28/2018,,
p057r,p057r,p056v_1,c_057r_01,X,,,return to main hand (author) +marchamiltonsmith@gmail.com,,],MHS,6/23/2017,THU& Divya,8/28/2018,,
p057r,p057r,,unanchored,,X,,"Task assigned to TC 

MHS: possibly corrected over co{mm}e
marchamiltonsmith@gmail.com",,,DAB,6/23/2017,THU& Divya,8/28/2018,,
p057r,p057r,,unanchored,,X,,"Task assigned to TC 

MHS: uncertain
marchamiltonsmith@gmail.com",,,DAB,6/23/2017,THU& Divya,8/28/2018,,
p057v,p057v,p057v_1,c_057v_01,X,,,handshift - the entire page is written in a different hand - except for the title for recipe n°2,,Handshift,SD,6/13/2016,THU& Divya,8/28/2018,,
p057v,p057v,p057v_2,c_057v_02,X,,,handshift - different for the rest of the page - continues onto 57r,,Handshift,SD,6/13/2016,THU& Divya,8/28/2018,,
p057v,p057v,p057v_1,c_057v_03,,,X,"TT: According to Cotrave and Dictionnaire historique de l'ancien langage françois (La Curne, vol. 6 p. 96, after Monet), estoffer can more specifically mean to engrave (ciseler, graver); estofferie can mean engraving (gravure), and estoffeur can mean engraver (graveur).

CD: https://gallica.bnf.fr/ark:/12148/bpt6k50685v/f98.item.r=fellin",,,CD,7/6/2018,THU& Divya,8/28/2018,,
p057v,p057v,p057v_2,c_057v_04,,,X,hollow' and 'male' being the two parts of the mould?,,,TT,6/23/2017,THU& Divya,8/28/2018,,
p058r,p058r,p057v_2,c_058r_01,X,,,handshift = continues from previous page,,,SD,6/13/2016,THU& Divya,8/28/2018,,
p058r,p058r,p057v_2,c_058r_02,X,X,,"MHS: Scribal error: read ""rehaulssement"" (TC)/MHS: ""rechaulssement"" (error) (TCN)",,,MHS,6/26/2017,THU& Divya,8/28/2018,,
p058r,p058r,p057v_2,c_058r_03,X,,,large blank between 'et' and 'ou',,,ELP,6/16/2016,THU& Divya,8/28/2018,,
p058r,p058r,p057v_2,c_058r_04,X,,,handshift ends mid recipe,,Handshift,SD,6/13/2016,THU& Divya,8/28/2018,,
p058r,p058r,p057v_2,c_058r_01,,X,,handshift = continues from previous page,,Handshift,SD,6/13/2016,THU& Divya,8/28/2018,,
p058r,p058r,p057v_2,c_058r_04,,X,,handshift ends mid recipe,,Handshift,SD,6/13/2016,THU& Divya,8/28/2018,,
p058v,p058v,p058v_5,c_058v_02,,,X,curieux,,,PHS,9/24/2016,THU& Divya,8/31/2018,,
p058v,p058v,p058v_3,c_058v_03,X,,,MHS uncertain,,,DAB,6/26/2017,THU& Divya,8/31/2018,,
p058v,p058v,p058v_5,c_058v_04,,X,,fault' corrected over 'font',,,CC,6/16/2016,THU& Divya,8/31/2018,,
p058v,p058v,p058v_4,c_058v_05,X,,,handshift - difference in the spacing of the writing - which seems to continue straight into the note,,Handshift,SD,6/13/2016,THU& Divya,8/31/2018,,
p059r,p059r,p059r_1,c_059r_01,X,X,,handshift = the next few sentences run around the next recipe title,,Handshift,SD,6/13/2016,THU& Divya,8/31/2018,,
p059v,p059v,p059v_6,c_059v_01,X,X,,handshift,,Handshift,SD,6/13/2016,THU& Divya,8/31/2018,,
p059v,p059v,p059v_1,c_059v_02,,X,,super linear addition,,,CC,6/17/2016,THU& Divya,8/31/2018,,
p060r,p060r,p060r_3,c_060r_01,X,X,,"ink is in the same color as the handshift noted above, but appears to be on top of a greyer ink (author went over what he wrote)",,,ELP,6/17/2016,THU& Divya,8/31/2018,,
p060r,p060r,p060r_2,c_060r_02,,X,,handshift (different ink color),,,ELP,6/17/2016,THU& Divya,8/31/2018,,
p060r,p060r,p060r_1,c_060r_03,,,X,"Meaning, I think, they buy their canvases/panels (?) already prepared like that.",,,MHS,2/22/2016,THU& Divya,8/31/2018,,
p060v,p060v,p060v_2,c_060v_01,,X,,Handshift (same ink color as 'Vernis sec en une heure'),,Handshift,CC,6/17/2016,THU& Divya,8/31/2018,,
p060v,p060v,p060v_3,c_060v_02,,X,,Handshift (change of ink color),,Handshift,CC,6/17/2016,THU& Divya,8/31/2018,,
p061r,p061r,p061r_4,c_061r_01,,,X,"See annotation by Cleo Nisse to 1) explicate this passage, and 2) verify need for <env></env> tag",,,THU,6/28/2017,THU& Divya,8/31/2018,,
p061r,p061r,p061r_2,c_061r_02,,X,,same ink color as Carnations,,,ELP,6/17/2016,THU& Divya,8/31/2018,,
p061r,p061r,p061r_2,c_061r_03,,X,,"added to the beginning of the line, slightly in the margin",,,ELP,6/17/2016,THU& Divya,8/31/2018,,
p061r,p061r,p061r_1,c_061r_04,X,,,handshift (change of ink color),,,ELP,6/17/2016,THU& Divya,8/31/2018,,
p061v,p061v,p061v_1,c_061v_01,,,X,"Mentioned in C. Estienne, Agriculture et maison rustique",,,MHS,7/7/1905,THU& Divya,8/31/2018,,
p061v,p061v,,unanchored,,X,,PHS come back here,,,JCB,6/28/2017,THU& Divya,8/31/2018,PHS come back here,
p062r,p062r,p062r_3,c_062r_01,X,,,uncertain ending,,,DAB,6/28/2017,THU& Divya,8/31/2018,,
p062r,p062r,p062r_4,c_062r_02,,,X,"meaning, unrefined",,,MHS,7/8/1905,THU& Divya,8/31/2018,,
p062v,p062v,p062v_2,c_062v_01,,,X,"based on interpretation: but demenée suggests ""unquiet motion"" etc. (Cotgrave)",,,MHS,6/28/2017,THU& Divya,8/31/2018,,
p063r,p063r,p063r_1,c_063r_01,,,X,something missing here? red wine maybe?,,,MHS,6/28/2017,THU& Divya,8/31/2018,,
p063v,p063v,p063v_1,c_063v_01,X,,,Scribal error: repetition,,,MHS,6/28/2017,THU& Divya,8/31/2018,,
p063v,p063v,p063v_1,c_063v_02,X,,,interlinear addition,,,SD,6/17/2016,THU& Divya,8/31/2018,,
p064r,p064r,p064r_3,c_064r_01,X,,,interlinear addition,,,SD,6/17/2016,THU& Divya,8/31/2018,,
p064r,p064r,p064r_5,c_064r_02,X,,,interlinear addition,,,SD,6/17/2016,THU& Divya,8/31/2018,,
p064v,p064v,p064v_2,c_064v_01,,,X,"plant is used elsewhere meaning position, here it seems to refer specifically to a full human figure, as opposed to curled-up bodies (and single body parts)",,,MHS,2/23/2016,THU& Divya,8/31/2018,,
p064v,p064v,p064v_2,c_064v_02,X,,,interlinear addition,,,SD,6/17/2016,THU& Divya,8/31/2018,,
p064v,p064v,p064v_5,c_064v_03,X,,,interlinear addition,,,SD,6/17/2016,THU& Divya,8/31/2018,,
p064v,p064v,p064v_5,c_064v_04,X,,,"Scribal error, read: ""destrempes""",,,MHS,6/29/2017,THU& Divya,8/31/2018,,
p064v,p064v,p064v_5,c_064v_05,X,,,interlinear addition,,,SD,6/17/2016,THU& Divya,8/31/2018,,
p065r,p065r,p065r_1,c_065r_01,,X,,"Probablement la figure d'une ""palette",,Figure,CD,6/29/2017,THU& Divya,8/31/2018,,
p065v,p065v,p065v_6,c_065v_01,X,,,"We have placed the three following notes under the same recipe heading, as they seem to be all related. However the uneven pacing between the ""ab blocks"" is puzzling.",,,SD,6/16/2016,THU& Divya,8/31/2018,,
p065v,p065v,p065v_7,c_065v_02,X,,,this marginal recipe continues under the main body of the text,,,SD,6/16/2016,THU& Divya,8/31/2018,,
p065v,p065v,p065v_6,c_065v_03,,,X,"MR 2015: We think this is an idiomatic expression meaning that they carry their security with them everywhere they go.


PHS 2015: ""cocon"" is also used on 32r and refers to a mixture of fine sugar, water, and sanguine as a base for laying gold leaf. Maybe it implies a special secret?",,,PHS,7/7/1905,THU& Divya,8/31/2018,,
p065v,p065v,p065v_7,c_065v_04,,,,"PHS: meaning is unclear as of 2017, previously trans as ""priming"", but not clear in this case, altho clear in 56v. Here it could mean either the priming layer or the substance with which one paints the underdrawing

TT: We think priming layer here, because of the light colours used, and the emphasis on thickness/cracking.",,,TT,6/29/2017,THU& Divya,8/31/2018,,
p066r,p066r,p066r_5,c_066r_01,X,X,X,refers to text continuing on folio 66v - left-middle margin also indicated with an asterisk. This previous sentence an interlinear addition underneath the heading.This is presumably the very last sentence written on this page.,,,SD,6/21/2016,THU& Divya,8/31/2018,,
p066r,p066r,p066r_5,c_066r_02,X,X,X,"this asterisk refers to the not on the left top, also indicated with an asterisk, and which follows below in the tc.",,,SD,6/21/2016,THU& Divya,8/31/2018,,
p066r,p066r,p066r_5,c_066r_03,X,,,sic,,,MHS,6/26/2017,THU& Divya,8/31/2018,,
p066v,p066v,p066r_5,c_066v_01,X,X,,"This refers to folio 66r, where the recipe started. It is also indicated with an asterisk.",,,SD,6/15/2016,THU& Divya,8/31/2018,,
p066v,p066v,p066r_5,c_066v_02,X,X,,continues the ab above,,,SD,6/15/2016,THU& Divya,8/31/2018,,
p066v,p066v,p066v_1,c_066v_03,X,X,,handshift - title added upon at a later point by author.,,Handshift,SD,6/15/2016,THU& Divya,8/31/2018,,
p067r,p067r,p066v_4,c_67r_01,,,X,a squirrel,,,TT,6/30/2017,Charlotte,9/11/2018,,
p067v,p067v,p067v_3,c_67v_01,X,,,interlinear addition,,,SD,6/15/2016,Charlotte,9/11/2018,Check placement of comment tag,
p068r,p068r,p068r_2,c_68r_01,,,X,"Reading ""noyent"" for ""nyent""",,,TT,3/12/2018,Charlotte,9/11/2018,Check placement of comment tag/do not understand the comment.,
p068r,p068r,p068r_3,c_68r_02,,,X,"Matthias L.:
I can't help but notice the similarities in vocabulary between this passage and what is said in this video about sandcasting at 5'35''. http://bit.ly/1w5UKKa Here too, the sand needs to be smooth and dry. Relate to similar passages troughout the ms. about the smoothness and dryness of the material.
General Editor:
link to video: Chris Follows, ""Sand Casting - INTRODUCTION Philip White & jenny dunseath"", YouTube",,,ML/General Editor,6/15/2016,Charlotte,9/11/2018,,
p068r,p068r,p068r_3,c_68r_03,X,,,incertain,,,SD,6/14/2016,,,,
p068v,p068v,p068r_3,c_68v_01,X,,,interlinear addition,,,SD,6/15/2016,,,,
p069r,p069r,p069r,NONE,,,x,,,,,,RU,9/20/2018,,
p069r,p069r,p069r_2,c_69r_01,x,x,,refers to sable,,,SK,6/21/2017,RU,9/20/2018,,
p069r,p069r,p069r_2,c_69r_02,x,x,,handshift - the next word is in latin and in Italic script,,handshift,SD,6/16/2016,RU,9/20/2018,,
p069r,p069r,p069r_2,c_69r_03,x,x,,handshift - different from the note just above - change in ink and size of letters.,,handshift,SD,6/16/2016,RU,9/20/2018,,
p069r,p069r,p068r_3,c_69r_04,x,,,~4 lines worth of blank space between end of entry and title a1,,,General Editor,8/1/2014,ru,9/20/2018,,
p069r,p069r,p069r_2,c_69r_05,x,,,"fœu, author's correction on top of something like ""four"" (?) MHS",,,PHS,6/19/2016,ru,9/20/2018,,
p069v,p069v,p069r,NONE,x,x,x,,,,,,RU,10/3/2018,,
p070r,p070r,p069r_2,NONE,,x,x,,,,,,ru,10/3/2018,,
p070r,p070r,p069r_2,c_070r_01,x,,,"""font fort"" - comment changed to one character",,,SD,6/16/2016,RU,10/3/2018,,
p070r,p070r,p069r_2,c_070r_02,x,,,sublinear addition,,,SD,6/16/2016,RU,10/3/2018,,
p070v,p070v,p069r_2,NONE,x,x,,,,,,,ru,10/3/2018,,
p070v,p070v,p069r_2,c_070v_01,,,x,"HW: We think this may mean the matrices that printers used.
TT: or perhaps the alloy used to cast letters?",,,TT,12/11/2017,RU,10/3/2018,,
p071r,p071r,NONE,,x,x,x,,,,,,RU,10/3/2018,,
p071r,p071r,p071r_3,p071r_01,,,x,"Not to be confused with mulled wine, the ""vin doulx nouveau"" is a young and barely fermented wine, which is traditionally drinked in the weeks following harvest season. Its appearance is blurry; its taste is sweet and slightly bubbly. Also known in Southern France as ""vin bourru,"" in Italy as ""Novello,"" and in Germany as ""Federweißer.""",,,CAG,3/11/2019,,,,
p071v,p071v,NONE,,x,x,x,,,,,,RU,10/3/2018,,
p072r,p072r,NONE,,x,x,x,,,,,,RU,10/3/2018,,
p072v,p072v,NONE,,x,x,x,,,,,,RU,10/3/2018,,
p073r,p073r,p073r_1,c_073r_01,x,,,This entire page is in a different hand from our author/practioner.,,handshift,HW,6/14/2016,RU,10/3/2018,,
p073r,p073r,p073r_1,c_073r_02,x,,,"The a-p is correcting fleurs, and apparently not sure what the text should be: either fleuree ou Flandres, both of which could have been mistranscribed as fleurs",,,MHS,7/5/2018,RU,10/3/2018,,
p073r,p073r,p073r_4,c_073r_03,x,,,The word moullee is in a different hand and added to fill in the blank?,,handshift,HW,6/14/2016,RU,10/3/2018,,
p073r,p073r,p073r_4,c_073r_04,x,,,"Author's hand, filling in a word the scribe couldn't read.",,handshift,MHS,6/25/2017,RU,10/3/2018,,
p073r,p073r,p073r_4,c_073r_05,x,,,Author's addition,,handshift,MHS,6/25/2017,RU,10/3/2018,,
p073r,p073r,p073r_4,c_073r_06,,x,,"A particular type of potters' clay or earth for making stoneware vessels, or the stoneware vessels themselves.",,,MHS,6/29/2017,RU,10/3/2018,,
p073r,p073r,p073r_4,c_073r_07,,x,x,Unclear. Could mean stoneware creuset or crucible. ,,,MHS,6/29/2017,RU,10/3/2018,,
p073r,p073r,NONE,,,,x,,,,,,RU,10/3/2018,,
p073v,p073v,p073v_1,c_073v_01,x,,,author's correction,,,MHS,6/25/2017,RU,10/3/2018,,
p073v,p073v,NONE,,,x,x,,,,,,RU,10/3/2018,,
p074r,p074r,p074r_2,c_074r_01,x,,,spelling uncertain,,,MHS,6/27/2017,RU,10/3/2018,,
p074r,p074r,p074r_2,c_074r_02,x,,,Author's correction,,,MHS,6/26/2017,ru,10/3/2018,,
p074v,p074v,NONE,,x,x,x,,,,,,RU,10/3/2018,,
p075r,p075r,p075r_1,c_075r_01,x,,,uncertain,,,MHS,,RU,10/3/2018,,
p075r,p075r,NONE,,,x,x,,,,,,RU,10/3/2018,,
p075v,p075v,p075v_4,c_075v_01,x,,,copyist error,,,JKR,,RU,10/3/2018,,
p075v,p075v,NONE,,,x,,,,,,,RU,10/3/2018,,
p075v,p075v,p075v_3,c_075v_02,,,x,"JKR: ""a measure containing five spoonfuls"" (Cotgrave)
JB: see entry ""or on coquille"" = gold ground into microscopic particles from pulverised gold leafs, ground in a mortar with honey or gum water in: Bernard Guineau, Glossaire des matériaux de la couleur et des termes techniques employés dans les recettes de couleurs anciennes, Brepols, 2005. p. 519
",,,JB,5/3/2016,RU,10/3/2018,,
p076r,p076r,NONE,,,,,,,,,,THU,11/7/2018,,
p076v,p076v,p076v_3,c_076v_01,x,,,there is a smudge of something black here.,,,HW,6/15/2016,THU,11/7/2018,,
p077r,p077r,p077r_4,c_077r_01,x,x,,"hand shift back to the one scribe that is somewhat unreliable, that is, NOT our author/practitioner. handshift, noted by previous paleographer, noted by Marc Smith: ""definitely (same as p73-76).",,handshift,HW,6/15/2016,THU,11/7/2018,,
p077v,p077v,p077v_3,c_077v_01,x,,,uncertain,,,MHS,6/26/2017,THU,11/7/2018,this comment seems to apply to a span of text. NB: the comment has not been anchored to a single character in the GD file,
p077v,p077v,p077v_3,c_077v_02,x,,,superlinear,,,HW,6/15/2016,THU,11/7/2018,,
p077v,p077v,p077v_3,c_077v_03,,,x,"the scribe had trouble with this. It could mean sandarac, but it's as though the scribe heard sang (blood) de Drac or da Rac (the devil's shout). Also the same problem on 78r, which clearly means sandarac.",,,PHS,6/27/2017,THU,11/7/2018,,
p078r,p078r,p078r_1,c_078r_01,,,x,"the scribe had trouble with this. It's as though he heard sang (blood) de Drac or da Rac (the devil's shout). Here, it clearly means sandarac, whereas on 77v, it is uncertain.",,,PHS,11/7/2018,THU,11/7/2018,,
p078v,p078v,NONE,,,,,,,,,,THU,11/7/2018,,
p079r,p079r,p079r_1,c_079r_01,,x,x,"The scribe left a gap because he couldn't read the text, then filled it in with moullée du grais and the dashes for the remaining blank. Moulée du grais is the powder of a particular type of potters' clay or earth for making stoneware vessels.",,,MHS,7/5/2018,THU,11/7/2018,,
p079v,p079v,p079v_1,c_079v_01,,,x,"see scribal problems on 77v & 78r. The scribe is still having problems understanding ""sandarac"" here.",,,PHS,11/7/2018,THU,11/7/2018,,
p079v,p079v,p079v_2,c_079v_02,,x,x,"handshift, back to author-practioner's hand",,handshift,HW,6/15/2016,THU,11/7/2018,,
p080r,p080r,p080r_1,c_080r_01,,,x,"""Viron"" (also ""biron,"" reflecting Gascon pronunciation) is an Occitan term, referring to a gimlet, i.e. a small boring tool for which the author-practitioner elsewhere uses the French term ""guimbelet"".",,,TT,4/7/2019,THU,11/7/2018,"also 168r, 168v",
p080v,p080v,p080v_1,c_080v_01,x,,,"Sic, correct ""que"" (author's error, forgot to correct when crossing out the following word)",,,MHS,6/21/2017,THU,11/7/2018,,
p081r,p081r,p081r_1,c_081r_01,,,x,"The hill is now part of Toulouse. NB ""puy"" is the French form of Occitan ""pech"" and Latin ""podium"" (hill).",,,MHS,6/27/2017,THU,11/7/2018,,
p081r,p081r,p081r_2,c_081r_02,,,x,"Haute-Garonne, arrondissement de Muret, chef-lieu de canton.",,,MHS,6/27/2017,THU,11/7/2018,,
p081r,p081r,p081r_2,c_081r_03,,,x,"Haute-Garonne, arrondissement et commune de Muret (18 miles SW of Toulouse)",,,MHS,6/27/2017,THU,11/7/2018,,
p081r,p081r,p081r_4,c_081r_04,,,x,in the sense of papier mache,,,PHS,6/22/2016,THU,11/7/2018,,
p081v,p081v,p081v_2,c_081v_01,x,x,,"Author's addition: smaller, compressed handwriting.",,,HW,6/12/2016,THU,11/7/2018,,
p081v,p081v,p081v_3,c_081v_02,x,x,,Handshift: distinct difference in ink for the next two words.,,handshift,HW,6/16/2016,THU,11/7/2018,,
p082r,p082r,p082r_4,c_082r_01,x,x,,handshift: the parenthetical marks only are in a darker ink than the text of this line.,,handshift,HW,6/16/2016,THU,11/7/2018,,
p082r,p082r,p082r_4,c_082r_02,x,,,"author's correction, e written over d",,,MHS,8/5/2014,THU,11/7/2018,,
p082v,p082v,p082v_2,c_082v_01,x,x,,"Badly smudged, but clearly legible.",,,HW,6/16/2016,THU,11/7/2018,,
p083r,p083r,p083r_2,c_083r_01,x,x,,"Author's later addition, compressed.",,,HW,6/12/2016,THU,11/7/2018,,
p083r,p083r,p083r_1,c_083r_02,,x,,handshift: lighter script and ink,,handshift,HW,6/16/2016,THU,11/7/2018,,
p083r,p083r,p083r_1,c_083r_03,,x,,"possibly from 'farina ana' = old/aged flour; e.g. cited as ingredient in Antidotarium speciale by Johann Jacob Wecker (Basel, 1581), p. 540.",,,TT,6/30/2017,THU,11/7/2018,,
p083r,p083r,p083r_3,c_083r_04,x,,,superlinear,,,HW,6/16/2016,THU,11/7/2018,,
p083v,p083v,p083v_2,c_083v_01,x,,,"Marc Smith: Sic, correct: tu",,,MHS,6/22/2017,THU,11/7/2018,,
p083v,p083v,p083v_2,c_083v_02,x,,,"author's correction, outside of the block of the text",,,SK,6/22/2017,THU,11/7/2018,,
p083v,p083v,p083v_2,c_083v_03,x,,,superlinear,,,HW,6/17/2016,THU,11/7/2018,,
p084r,p084r,p084r_1,c_084r_01,x,x,x,"There is a line under this ""ab"" that runs across the paper.",,,HW,6/17/2016,THU,11/7/2018,,
p084r,p084r,p084r_2,c_084r_02,,x,x,This is the continuation of previous recipe - probably dealing with sand - but we don't know which one. The id is provisional.,,,SD,7/12/2018,THU,11/7/2018,The ID is no longer provisional. This comment needs editing to explain the nature of this orphan div,
p084v,p084v,p084v_1,c_084v_01,x,,,superlinear,,,HW,6/17/2016,THU,11/7/2018,,
p084v,p084v,p084v_4,c_084v_02,,x,,refers to 85r and/or 85v?,,,SK,6/22/2017,THU,11/7/2018,,
p085r,p085r,p084v_4,c_085r_01,,x,x,"There's a line stretching half way across the page under this ""ab.""",,,HW,6/17/2016,THU,11/7/2018,,
p085r,p085r,p084v_4,c_085r_02,,x,,refers to 84v and/or 85v?,,,SK,6/22/2017,THU,11/7/2018,,
p085v,p085v,p085v_2,c_085v_01,x,,,"Sic, correct: Il",,,MHS,8/7/2014,THU,11/7/2018,,
p085v,p085v,p085v_3,c_085v_02,x,,,"handshift: author's addition, see compressed writing and darker ink.",,handshift,HW,6/17/2016,THU,11/7/2018,,
p085v,p085v,p085v_4,c_085v_03,,x,,"This ""X"" refers to 85v",,,HW,6/28/2017,THU,11/7/2018,,
p085v,p085v,p085v_2,c_085v_04,,,x,May refer to a variety of bronze as opposed to copper or iron,,,MR,9/20/2018,THU,11/7/2018,,
p086r,p086r,p085v_4,c_086r_01,x,x,,Horizontal line below. This might have been the end of the paragraph before it was expanded,,,MHS,6/22/2017,THU,11/14/2018,,
p086v,p086v,p086v_1,c_086v_01,x,x,,"Abram Kaplan : This was an attempt to begin the below paragraph, on the same horizontal line as the title; after putting in the title he started again below.
General Editor : It is very faint!",,,AK,6/22/2017,THU,11/14/2018,,
p086v,p086v,p086v_1,c_086v_02,,,x,Unidentified material (?),,,MHS,6/29/2017,THU,11/14/2018,,
p086v,p086v,p086v_1,c_086v_03,,,x,"""vieulx K"" occurs twice in the manuscript (fol. 86v and 147v), and both instances are associated with a silver-copper alloy. Silver-copper alloy was used in minting coins, where it was known as billon. The abbreviation K might thus indicate a coin, perhaps the German Kreuzer which was abbreviated K and was made of silver-copper alloy up until the seventeenth century.",,,TT,4/20/2019,,,147v,
p087r,p087r,p086v_1,c_087r_01,x,,,superlinear,,,HW,6/17/2016,THU,11/14/2018,,
p087r,p087r,p086v_1,c_087r_02,x,,,Italic script. This paragraph has a vertical stroke in the left margin and a horizontal line below.,,,MHS,6/22/2017,THU,11/14/2018,,
p087v,p087v,NONE,,,,,,,,,,THU,11/14/2018,,
p088r,p088r,p088r_2,c_088r_01,,,x,May refer to a variety of bronze as opposed to copper or iron.,,,MR,9/20/2018,THU,11/14/2018,,
p088r,p088r,p088r_1,c_088r_02,x,x,x,"Occitan word for Osier (Salix viminalis), used in particular in the region of Bordeaux and the Garonne valley.",,,CAG,4/3/2019,,,,
p088v,p088v,p088v_1,c_088v_01,x,,,"Author's correction, final r over s",,,MHS,8/7/2014,THU,11/14/2018,,
p088v,p088v,p088v_1,c_088v_02,x,,,"Large blank space in the middle of the page, as if to leave room for another entry",,,MHS,8/26/2014,THU,11/14/2018,,
p089r,p089r,p089r_3,c_089r_01,x,,,blank space left at the bottom of the page,,,General Editor,8/26/2014,THU,11/14/2018,,
p089v,p089v,p089v_1,c_089v_01,,,,continues in left margin,,,TT,6/20/2016,THU,11/14/2018,,
p089v,p089v,p089v_1,c_089v_02,,,,"The end of the paragraph is compressed above the following title, but it is difficult to see where the addition begins. Possibly as soon as line 4, where the writing seems to change (slightly less formal, smaller and darker).",,,MHS,6/23/2017,THU,11/14/2018,,
p089v,p089v,p089v_2,c_089v_03,,,,Final s corrected over f,,,MHS,8/10/2014,THU,11/14/2018,,
p090r,p090r,p090r_2,c_090r_01,x,,,"corrected over ""leur"" ?",,,MHS,6/30/2017,THU,11/14/2018,,
p090r,p090r,p090r_2,c_090r_02,x,x,x,Precise technical meaning unclear.,,,THU,4/1/2019,THU,4/1/2019,Same comment used on 143r (TC/TCN/TL),
p090v,p090v,NONE,,,,,,,,,,THU,11/14/2018,,
p091r,p091r,p091r_1,c_091r_01,x,,,Sic (repetition),,,MHS,7/4/2018,THU,11/14/2018,,
p091r,p091r,p091r_1,c_091r_02,x,,,Author's addition (compressed and in different ink).,,,HW,6/13/2016,THU,11/14/2018,,
p091v,p091v,p091r_2,c_091v_01,x,,,b corrected over p,,,MHS,8/10/2014,THU,11/14/2018,,
p092r,p092r,p092r_2,c_092r_01,x,x,,"""Lestain"" is underlined",,,ML,6/23/2017,THU,11/14/2018,,
